रसिक मित्रांनो...नमस्कार   कोरोना पूर्वीच्या काळात अग्रगण्य मराठी वृत्तवाहिनी एबीपी माझा ने मला   माझा कट्टा   वर…,not offensive,NULL,NULL
कोरोनाकाळात स्वतःचे अपयश झाकण्यासाठी केंद्रातील भाजप आणि राज्यातील महाभकास आघाडी सुशांत सिंग प्रकरणाचा पुरेपूर वापर करून…,not offensive,NULL,NULL
v टलो त्या advertisement ला.. कृपा करुन बंद करा ते.. 🤦🤦,not offensive,NULL,NULL
आजचा शंभु दिनविशेष.,not offensive,NULL,NULL
सुशांत बिहारचा  रिया बँगलोरची  कंगना हिमाचल प्रदेशची.. आणि भांडणं महाराष्ट्रात.. 🤦‍♂️🤦‍♂️🤦‍♂️ आरं कुठं नेऊन ठे…,not offensive,NULL,NULL
तुम्ही तेव्हाच मोठे होऊ शकतात जेव्हा तुम्ही स्वतः मोठे व्हायचं ठरवालं. अन्यथा या जन्मात तुम्हाला मोठं करणं कुणाच्या…,not offensive,NULL,NULL
ताई तिच्या इतक्या धैर्याबद्दल  मुंबई वरच्या प्रेमाबद्दल  सुशांतबद्दलच्या निःस्वार्थी तळमळीबद्दल भाजप क…,not offensive,NULL,NULL
मुली कधीच मुलांना impress करण्यासाठी नटत नाही  दुसऱ्या मुलींना जळवण्यासाठी नटतात.,not offensive,NULL,NULL
ताकदीपेक्षा ताकद माणसाला बनवून जीवनात करण्यासाठी देत असावी.,not offensive,NULL,NULL
१०० पूर्ण    follow केल्याबद्दल सर्वांचे मनःपूर्वक आभार  असेच सहकार्य व प्रेम राहुद्यात❤️,not offensive,NULL,NULL
हे बघा रे सेना वाले कुमठेकर... आमच्यासाठी सैन्य अधिकारी देशाचे असतात तेही कुठलाही राज्य  जात धर्म पंथ न मानता पण यां…,not offensive,NULL,NULL
जेव्हा स्वतःच्या घरात  भाड्यानं  राहिल्यासारखी feeling मनात येईल... तेव्हा... स्वतःच्या पायावर ऊभ राहण्याची वेळ आ…,not offensive,NULL,NULL
बाळा मी तर सहज एक तुझं ज्ञान तपासायला article 31 म्हट…,not offensive,NULL,NULL
मनात खूप काही असतं पण  सांगता येत नाही.. कसली भीती असते माहीत नाही.. कधी कधी नात्यातला गुंता सोडवण्यापेक्षा शांत रा…,not offensive,NULL,NULL
चिन्हां मधूनी अक्षरे  अक्षरे जुळता शब्द बनती वाक्यांशी ओळख वाढत जाता  माहिती ची द्वारे उघडती.  साक्षर   तेतून मा…,not offensive,NULL,NULL
नशीब काही द ळ भद्री लोक भारत   पाकिस्तान बॉर्डर प्रदेशात राहत नाहीत नाहीतर पाकिस्तानला स्वतःचा बाप देश मानत रस्त्या…,not offensive,NULL,NULL
सर्वसामान्य भाषिकाला एका बॉलीवूड नटीबद्दल एवढी आपुलकी असण्याचे कारणच काय? तिचे माय मराठीसाठी योगदान   शून्य....,not offensive,NULL,NULL
आपल्या सोबत काय घडावं काय घडू नये आपल्या हातात नसतं. नियती वेळ आली की बरोबर आपलं काम करते. बाकी.... कठीण परिस्थिती…,not offensive,NULL,NULL
आशा भोसले गाण्याच्या भेंड्या तुमचं आवडतं गाणं सांगा,not offensive,NULL,NULL
ज्यानं हे लिहिलंय अगदी समर्पक आहे  चोर खुप हुशार असतात  जेव्हा ते म्हशी चोरतात तेव्हा सर्वप्रथम ते त्या म्हशीच्या…,not offensive,NULL,NULL
संजय राऊत नि शिवी दिली मधून  त्या शिवीचा अर्थ सांगितला मधून  आणि नाव बदनाम करतोय आपल्या,not offensive,NULL,NULL
राजा खुश होत होता. तेवढ्यात एक सहा सात वर्षांचा मुलगा तेथे आला आणि म्हणाला   आयला  ह्यो राजा तर नागडाच फिरतोय   ते बोल ऐकून…,not offensive,NULL,NULL
जी  कोथरूड  कर्वेनगर भागातील शेकडो लँड लाईन फोन गेले वर्षभर बंद आहेत. ज्येष्ठ नागरिकांची त्यामुळे विशे…,not offensive,NULL,NULL
ऑफिस तोडल म्हणून हसणाऱ्या mva च्या कार्यकर्त्यांनो आणि मुबईचा अपमान झाला म्हणून तिला मुंबईत येऊ देणार नाही बो…,not offensive,NULL,NULL
बाप नाही रे चंप्या... देशाच्या अर्थव्यवस्थेचा बाप 1991 पासून  गवर्नर  वित्त मंत्री  योजना आ…,not offensive,NULL,NULL
मुंबईत एक अनधिकृत बांधकाम पाडलं काहींच्या बुडाला आगलागली. बेळगावात जेव्हा आमच्या छत्रपती शिवाजी महाराजांचा पुतळा…,not offensive,NULL,NULL
केंद्राच्या कक्षेतील सर्व यंत्रणा हाताशी धरून माणूस  राज्य व बदनाम करण्याचे  वेठीस धर…,not offensive,NULL,NULL
कोरोनाविरोधात लढण्यासाठी सर्व जग एकत्र येईल  अशा अटकळी बांधल्या जात होत्या. मात्र  प्रत्यक्षात असे न घडता  जो तो दे…,not offensive,NULL,NULL
मराठी भाषा कधी add करताय तुम्ही,not offensive,NULL,NULL
अजूनही हिंदी लादत आहे भाषिकांवर ?आपण फोन केला की कोरोनामुक्तीच्या…,not offensive,NULL,NULL
वाटणी  पोरांनी नव्हे तर आईबापानेच करायची असते  आवर्जून वाचण्यासारखी कथा आहे,not offensive,NULL,NULL
सुखाच्या एका अपेक्षेने दुःखाचे अनेक वार सहन केले पण सुखाने एक झलक दाखवली आणि दुःखाला बोलावणे पाठवले.... ©…,not offensive,NULL,NULL
अनधिकृत कामांवर कारवाई करायला राजकीय टीका करायची वाट का पहावी? पुढे कोणी दुसरा उपरा उठेल आणि बेछूट टीका करत सुटेल.…,not offensive,NULL,NULL
.... जो बायकांना पुढे करतो तो जो समोरून वार करतो तो,not offensive,NULL,NULL
इतके दिवस तुम्हाला ती रहिवासी जागेचा व्यावसायिक उपयोग करते हे माहीत नव्हतं का ?   वेळ,not offensive,NULL,NULL
तर मराठीची मागणी केली तर काय आभाळ कोसळणार नाही तुम्ही कितीही बोंबलत बसा किंवा आम्ही शांत बसणार नाही आम्ही मराठी मरा…,not offensive,NULL,NULL
समोर तुला बघुन मी भावना माझ्या व्यक्त करतो  जास्त नाही  पण थोडं तरी 🤦‍♂ प्रेम करतो❤🤪🤪. . .,not offensive,NULL,NULL
सुशांत बिहारचा रिया बँगलोर कंगना हिमाचल प्रदेश आणि भांडणं महाराष्ट्रात . . . नेमकी भानगड काय आहे.,not offensive,NULL,NULL
२०११ साली  राहुल द्रविडने आपल्या शेवटच्या एकदिवसीय सामन्यात इंग्लंड विरुद्ध ६९ धावांची खेळी केली होती.…,not offensive,NULL,NULL
यांची…,not offensive,NULL,NULL
मोडतोड करायला ज्ञान लागत नाही परंतु तडजोड करायला मात्र खुप शहाणपण लागते... प्रत्येक वेळी निष्कर्ष बरोबर असतीलच असं…,not offensive,NULL,NULL
दोन मोठ्या पदांवर नेमणूक झाल्यामुळे ‘या  दिग्गजावर कडाडून टीका,not offensive,NULL,NULL
पुस्तक प्रवाहचे एक हजार फॉलोअर्स झाले. अल्पावधीतच भरभरून मिळालेल्या प्रतिसादामुळे हुरूप आणि दडपण एकाचवेळी वाढले आहे. एका…,not offensive,NULL,NULL
live updates | उद्या भारतरत्न डॉ. बाबासाहेब आंबेडकर स्मारक यांच्या पुतळ्याच्या पायाभरणीचा कार्यक्रम इंदू मिल इथे होणार आहे.…,not offensive,NULL,NULL
माझ्या खजिन्यातून दोन वर्षा पूर्वी गरुड या पक्ष्याची केलीली पोट्रेट रांगोळी.,not offensive,NULL,NULL
तू हे जे प्रश्न विचारले ते कुठल्या आधारावर ? मनाला आलं ते लिहायचं ? पण हिम्मतीला दाद देतो स्वतःचा मूर्खप…,not offensive,NULL,NULL
दोन माणसांमध्ये  दो गज की दुरी  असं ज्या पक्षाचा सर्वोच्च नेता सांगतो त्या पक्षातील ही लोक. बाकी सगळे नियम सामान्यांन सा…,not offensive,NULL,NULL
अरे तू हेच करत बस तू आयुष्यभर    तुझ्या पोरा बाळांना काय सांगशील ?? की    बाळांनो मी शेवटपर्यंत गुलामी पत्रिकारिताच केली ?…,not offensive,NULL,NULL
ए अर्धवट  काय वटवट लावली आहेस उगाच? विदर्भात किती जिल्हे आहेत ते तरी मा…,not offensive,NULL,NULL
मोदीजी आल्यापासून बेरोजगारी वाढली. 2014 साली आम्ही सगळे कलेक्टर होतो.,not offensive,NULL,NULL
अधिकार असतातच की ते देणे कोणाची जबाबदारी असते?,not offensive,NULL,NULL
काही गोष्टी घडत जातात. काही ठरवून घडतात. मात्र  काही गोष्टी घडल्यानंतर त्यांना दिशा देता येते सध्या घडणाऱ्या घटनांमध्ये वरक…,not offensive,NULL,NULL
ऐकली नसेल ही कविता अजूनही  तर खाली दिलेल्या युट्युब चॅनेलची लिंक नक्की बघा,not offensive,NULL,NULL
शांत बसायला आम्हीं संत नाही अणाजीपंताच्या डावाला बळी पडण्याइतके मंद ही नाही. वाट्याला जाणार…,not offensive,NULL,NULL
नाही.. त्यांना ह्या भूमिकेने मते मिळत नाहीत म्हणून ते रुसलेत...,not offensive,NULL,NULL
हो नक्कीच अपेक्षा त्यांच्या कडून आता सांगा... मनसे गप्प आहे का आहे…,not offensive,NULL,NULL
ह्या अन त्या जोरजोरात प्रश्न विचारणाऱ्या पत्रकारांच्या डोक्यावर परिणाम झालाय वाटत त्यांना हे काका पो…,not offensive,NULL,NULL
अरे मुर्खा योगिजी नी काम केलतरी तुझ्या बाबरमतीच्या मौलाना काका सारखे फितुरी करत नाही बसलेत,not offensive,NULL,NULL
२०१८ वर्ल्ड कप गोल्डन बॉल विजेता व २०१८ मधील सर्वोत्तम खेळाडू  क्रोएशियन लुका मॉड्रीक याला ३५ व्या वाढदिवसाच्या हा…,not offensive,NULL,NULL
साहेब संगमनेर तालुक्यातील khandarmal गाव आहे माझे 2016 साली मी जमीन बँकेकडे गहान ठेऊन 7 लाख रुपयां…,not offensive,NULL,NULL
आपला खासदार आहे का? नाही ना मग ज्याचा आहे त्या पक्षाकडे जाऊन बोंबल  कोणतीही दूरदृष्टी नसलेला कसला हा जाणता राजा.…,not offensive,NULL,NULL
आजचा दिवस  कंगना  ची न्युज ऐकण्यात जाणार कालचा  रिया  ची न्युज ऐकण्यात गेला आता राहिलं प्रश्न कोरोनाचा,not offensive,NULL,NULL
निराशावादी प्रत्येक संधी मध्ये अडचण पाहतो तर आशावादी प्रत्येक अडचणी मध्ये संधी पाहतो,not offensive,NULL,NULL
दुसऱ्याच्या सावलीत तुम्ही स्वतःची सावली कधीच बनवू शकता नाही  त्यासाठी एकट्याला उन्हात उभे राहावे लागते   डॉ. प्रकाश बाबा…,not offensive,NULL,NULL
खाउन प्या किंवा पिउन खा  हे बेन जाहिराती पन ५० ५० च्या करत. खरं आहे स्वभावाला औषध नाही. हे २०२० साली अजुन काय का…,not offensive,NULL,NULL
च्या सर्व वस्तुनिष्ठ परीक्षांना १ ४ नकारात्मक गुण पद्धत लागू होणार   याचा फायदा राज्यसेवा परीक्षार्थींना होणार  cut…,not offensive,NULL,NULL
समजून घ्या हिंदीत का बोलत आहे...यांच एकचं उद्देश आहे ...महाराष्ट्राला बदनाम करणे आणि बि…,not offensive,NULL,NULL
समर्थन केले असते तर स्तुती केली असती.पण येथे मान अपमानाचे दिवस नसून जे…,not offensive,NULL,NULL
इथे छत्रपती शिवाजी महाराजांच्या फोटोचा वापर नकोच..... आमचे आराध्यदैवत आहेत.... तिचा सपोर्ट करण्यासा…,not offensive,NULL,NULL
फक्त प्रेम कविता टाकून मिरवणाऱ्या ठोंब्यांनी  एखाद्या ने सामाजिक विषयावर लिहिलेल्या उत्तम कवितेला पण तशीच मनापासुन…,not offensive,NULL,NULL
चिकू खाण्याचे  हे  फायदे तुम्हाला माहित आहेत का?https   t.co dqwgiztfa9,not offensive,NULL,NULL
डाॅक्टर  i am sorry...1 तास जरी पेशंटला अगोदर आणल असत तर बर झाल असत.... पप्या  आइघाल्या... 10 मिनट आधी तर अॅक्सी…,not offensive,NULL,NULL
पोकोचा सर्वात स्वस्त स्मार्टफोन poco m2 लॉन्च  6 जीबी रॅम आणि 5000एमएएच बॅटरी सह क्वॉड रियर कॅमेरा,not offensive,NULL,NULL
मुंबई इंडियन्सच्या संघात समावेश झालेल्या या खेळाडूने 2013 साली आलेल्या  काय पो छे  चित्रपटामध्ये बालकलाकाराची भूमिका के…,not offensive,NULL,NULL
मुलगी म्हणजे  माल  नसते    मान  असते मुलगी म्हणजे  सामान  नसते  सन्मान  असते,not offensive,NULL,NULL
आशा भोसले ह्या एक चमत्कार आहेत  त्यांच्या आवाजात वीज आहे पण ही वीज ज्या झाडावर कोसळते ते जळून न जाता उजळून निघतं …,not offensive,NULL,NULL
जुमला कुमार संघटनेचे अध्यक्ष माननीय नरेन्द्र मोदी उर्फ फेकू उर्फ चहावाला उर्फ डिग्रीमास्टर गाटार मधून गॅस उत्पादन करून च…,not offensive,NULL,NULL
✍️ माझ्या ह्रदयातील स्पंदने तुझीच वाट पहात आहेत केव्हा येशील आयुष्यात माझ्या याचीच वाट पाहत आहे ओढ तुझ्या…,not offensive,NULL,NULL
मिट्रो कोथरुड मध्ये टेस्टिंग सेंटर कुठे आहे एनी आयडिया? आणि पॉसिटीव्ह आल्यानंतर चे प्रोटोकॉलस स्टेप्स बद्दल कोणाला…,not offensive,NULL,NULL
लग्न  मुंज किंवा आणखी कोणते कार्या साठी 50 50 माणसांची अट आहे. विरोध प्रदर्शन करिता प्रत्येक बाजूच्या किती लोकांना…,not offensive,NULL,NULL
भारतातील सहिष्णूतेच पाहिलं कारण आहे भारतातील बहुसंख्य समाज आणी दुसर म्हणजे भारतीय संविधान.,not offensive,NULL,NULL
माझं मत एवढंच आहे की  तुम्ही तुमचं चॅनेल मोफत देत आहात ते बंद करा. कारण असंही ते भेसळयुक्त आहे.,not offensive,NULL,NULL
फक्त प्रेम कविता टाकून मिरवणाऱ्या ठोंब्यांनी  एखाद्या ने सामाजिक विषयावर लिहिलेल्या उत्तम कवितेला पण तशीच मनापासुन दाद…,not offensive,NULL,NULL
भिकारचोट  और बिकाऊ आजतक सरीखे कुछ और चँनल समाज की गंदगी है ।।इतनी बोगस और झुठी खबरे दिखाते है की ये चँनल मालक कवडीमोल है।। NOT MARATHI,Offensive,NULL,NULL
अहो मग आता जेव्हा कंगना नि इतका काही बोलली मुंबई आणि मुंबई पोलिसांना तेव्हा मनसे नि अ… NOT OFFENSIVE,Offensive,NULL,NULL
च्यायला उसाचा रस चालत नाही का मग NOT OFFENSIVE,Offensive,NULL,NULL
पुच्ची गोलू के लिये  NOT HINDI,Offensive,NULL,NULL
नमस्ते ट्विटरकर  आज वाचनात आलेल्या पुस्तकाचे नाव  गोष्टी माणसांच्या हे पुस्तक मूळ ‘हाऊ आय टॉट माय ग्रँडमदर टू रीड… NOT OFFENSIVE,Offensive,NULL,NULL
वर राजकारण करून नेते झालेली सोशील कुत्री  बहुतेक थोरल्या सायेबाचं लेंडूक तोंडात गिळून गप्प आहेत.,Offensive,NULL,NULL
ह्यांचीच इच्छा नाही  नुसते भिकारचोट वकिली पॉईंट  झारीतील शुक्र  बाकीच्यांचे म्हणजे  साहेब     मामू   …,Offensive,NULL,NULL
देवेद्रजींनी अक्षरशः तोंडात भरवलेला घास या ला गिळता पण आला नही   जो पर्यंत महाराष्ट्र जातीवादाच्या विळख्यातून…  NOT OFFENSIVE,Offensive,NULL,NULL
साहेब मुस्लीम आरक्षणाचा सुद्धा बघा थोड़सं आपल्या ncp congress सरकारनं 2014 साली मुस्लीम समाजाला सु… NOT OFFENSIVE,Offensive,NULL,NULL
उद्धव ठाकरे यांना एकेरी संबोधलं म्हणून हक्कभंग आणल्या जातो मग फडणवीस मुख्यमंत्री असताना त्यांना शरीरावरुन विरोधक टरबूज…,Offensive,TIN,NULL
च्यायला म्हणजे दुबईचा फोन ही पुडीच निघाली की.,Offensive,UNT,NULL
ह्या असल्या दळभद्री लोकांना अक्कल शिकवायला हवी. होय मि complaint केलीय. तुम्हीही निदान अकाउंट रिपोर्ट करा त्याचे अकाउं…,Offensive,UNT,NULL
बावळट कुठले  काहीही तर्क लावतेत. gdp की डाळ.🤣🤣,Offensive,UNT,NULL
तिने तोंड उघडलं ह्यांनी नाक दाबायला सुरुवात केली.,Offensive,UNT,NULL
करून दाखवलं  तोडून दाखवलं  उखाडून दाखवलं,Offensive,UNT,NULL
छान thread लिहिला आहे..पण त्या बावळट माणसांना असले स्पष्टीकरण देण्याची काय गरज? काही झालं तरी फडणवीसां…,Offensive,UNT,NULL
फडणवीस सरकार असताना आरक्षनाचे राजकारण करुण तोंडाला फेस येई पर्यंत आरोप करणारे तोंडात मोगरी फसल्या सारखे गप्प आहेत..…,Offensive,UNT,NULL
मंदा... चित्राताई ट्विटमध्ये म्हणतात  राज्यात 3 पक्षाचे ..…,Offensive,UNT,NULL
देशाचा पंतप्रधान असू किव्हा कोणी पण त्याची लायकी फक्त छत्रपतीनच्या पायाशी  मूर्खा सारखे…,Offensive,UNT,NULL
एक नालायक बाई एका महाराष्ट्रीयन मुलीला पोर्न स्टार म्हणते आणि दुसरी नालायक बई…,Offensive,UNT,NULL
चीवसैनीक मंद असतात हे आत्ता पटलं,Offensive,UNT,NULL
आंदोलक त्यांची बायको मागताना तुम्ही तुमच्या तोंडात फेवीकॉलचा अख्खा डबा घालून ठेवला होता का ??,Offensive,UNT,NULL
गोट्या,Offensive,UNT,NULL
लवडा बोल,Offensive,UNT,NULL
लबाडांशी लढताना लक्षात असूद्या   साधं असावं  बावळट नाही   प्रामाणिक असावं  भाबडं नाही   नम्र असावं  कमजोर नाही,Offensive,UNT,NULL
मुर्खा सारखे नकोतिथे मराठी अस्मितेच्या नावावर फालतू राजकारण करून महाराष्ट्राचे मोठे नुकसान करणार आहेत हे लोक. मग म्हणाल म…,Offensive,UNT,NULL
च्यायला काय घाण चूक झाली  एक ते दीड हजार मिळतात असे वाचा चू शेनिकांमुळे झालेली चूक,Offensive,UNT,NULL
नूसती मोजणी....झाट काय उपाय नाही...सगळ सूरू करून ठेवलय....,Offensive,UNT,NULL
जेव्हा स्वतःच्या घरात  भाड्यानं  राहिल्यासारखी feeling मनात येईल... तेव्हा... स्वतःच्या पायावर ऊभ राहण्याची वेळ आली आहे…,Offensive,UNT,NULL
मविआ चे चाटे काय गोट्या चोळत बसले काय नेत्यांच्या भिकारचोट साले आरक्षण,Offensive,UNT,NULL
घ्या आता तोंडात..... केळं,Offensive,UNT,NULL
आंदोलक त्यांची बायको मागताना तुम्ही तुमच्या तोंडात फेवीकॉलचा अख्खा डबा घालून…,Offensive,UNT,NULL
मादरचोद 5 वर्षात काही नाही झाल,Offensive,UNT,NULL
हरामखोर  भिकारचोट हे शब्द बरोबर आहेत,Offensive,UNT,NULL
ऊर्मिला जी आम्ही आहोत तुमच्या सोबत ह्या दळभद्रि बाईची जीभ हासडुन काढा,Offensive,UNT,NULL
तोंडात शेण भरल्यावर काय बोलणार,Offensive,UNT,NULL
डुक्कर शब्द वापरला...ज्यांचे काही राजकारणी २४ ७ लांगुलचालन करतात  त्या वोटबॅंकेला झोंब…,Offensive,UNT,NULL
व्हॉट्स अप स्टेटस बघ तू काहींचे... एवढे मंद कसं काय असू शकतात राव ही लोकं...,Offensive,UNT,NULL
च्यायला दलितांनी काय बोलाव मग,Offensive,UNT,NULL
वरातीमागून घोडे च्यायला,Offensive,UNT,NULL
हे बावळट आलं मी कुठं शेअर होल्डिंग बद्दल काय म्हटलं आयटी सेल चे 40 पैशाचे ट्विट चिटकवायची घाणेरडी सवय लागली आहे चो…,Offensive,UNT,NULL
च्यायला ब्लॅक बेल्ट लावा आता तोंडावर,Offensive,UNT,NULL
मराठ्यांनी फक्त मतं द्यायची  राज्यावर संकटं आली की युध्दासाठी तयार राहायचं.. आणि नंतर फाशी…,Offensive,UNT,NULL
महा नालायक महानालायकनी,Offensive,UNT,NULL
दाऊद कडून कॉल आल्यानंतर उद्धव ठाकरे स्वतःच्या घरातून गायब झाला. एकही शिवसैनिक पहारेकरी…,Offensive,UNT,NULL
च्यायला ते 15 लाख कधी भेटतीन असं झालाय फेकू,Offensive,UNT,NULL
मराठी भय्या ज्या देशाला राष्ट्रभाषा नाही   आणि राज्य हे भाषेच्या आधारावर आहे  त्यामळे आधी राज्यघटना वाच आणि त्यामध्ये कलम…,Offensive,UNT,NULL
लन्ड लेले,Offensive,UNT,NULL
आरे मंद बुद्धी  भूतपूर्व सैनिक पहचान पत्र   ex s…,Offensive,UNT,NULL
पण या ट्विटला लाईक देणे म्हणजे मंद बुद्धी आहे,Offensive,UNT,NULL
चल हतीचा बोचा.........,Offensive,UNT,NULL
सह्याद्रीकडे डोळे वटारून पाहिले तर डोळे काढून गोट्या खेळू  सह्याद्रीला अपशब्द वापरले तर जीभ छाटली जाईल  सह्याद्री कधी कुणा…,Offensive,UNT,NULL
कोणी मारलं त्यांना ? काँग्रेस च्या सोबत कोण गोटया खेळतय आता ??,Offensive,UNT,NULL
हे दळभद्री राजकारण आहेत धनगर आणि मराठा समाजाला वेड्यात काढत आहे,Offensive,UNT,NULL
हाहा भको घटनु भन भन्ने कूरो नी बौचा बोरो,Offensive,UNT,NULL
मंदीत संधी साधणारे मंद,Offensive,UNT,NULL
मोती शेठचा वाढदिवस  राष्ट्रीय बेरोजगार  दिन म्हणून साजरा करण्यापेक्षा  आंतरराष्ट्रीय दळभद्री  दिन म्हणून साजरा करण्या…,Offensive,UNT,NULL
संजय निरुपम पासून ते आजपर्यंत ह्यांनी सेनेला त्रासच दिलाय  मराठी माणसाला मागे सारून ह्यांचे चोचले पुरवण्यात धन्यता…,Offensive,UNT,NULL
ते प्रश्न एवढे हास्यास्पद आहेत की या बावळट प्रश्नांना उत्तरे असूनही द्यायची इच्छा होत नाही,Offensive,UNT,NULL
२  त्या रंडीच्या मिग फिरू नको. तु पत्की  शुक्ला  मुर्व्ह पाल वा अजून मोदी शहा सींग  उपाध्याय फडणविस .…,Offensive,UNT,NULL
मंद च्या पण खालची आहे,Offensive,UNT,NULL
गॉगल असावा  गुच्ची  मनोरमाच्या आई ची   पुच्ची,Offensive,UNT,NULL
गाढवांना घोड्याच्या शर्यतीत उतरवल्यावर असच होणार. तोंड दाखवाय…,Offensive,UNT,NULL
ऑनलाइन फसवणूक करणारे बऱ्यापैकी सर्व कॉल हे उत्तर प्रदेश  बिहार मधून हिंदी भाषेत येत असतात कोणताही कॉल आला तर मराठी…,Offensive,UNT,NULL
हाहाहा... काय उखडल एवढ्या मोठ्या संख्येने येऊन... हाह... फक्त्त तोंडात दम डोक्यात काहीच नाही,Offensive,UNT,NULL
आज राष्ट्रीय सर्वविक्री अमावस्येच्या सर्वांना दळभद्री शुभेच्छा. पकोडेवाले को श्रद्धांजली.,Offensive,UNT,NULL
हो दळभद्री राजकारणी,Offensive,UNT,NULL
सारासार बुद्धी खरंच नाश पावली  याचा प्रत्यय येतोय रोज एका घटनेवरून. अहंकारी  हेकेखोरीचा दर्प आहे…,Offensive,UNT,NULL
सांगितलं होतं माज कसा उतरावा हे आम्हाला चांगलंच ठाऊक आहे,Offensive,UNT,NULL
विद्यार्थ्यांच्या जीवनाचा खरा बाजार यांनी केला आहे विद्यार्थां चे हीत म्हणू म्हणू मरणाचा तोंडात घातले आ…,Offensive,UNT,NULL
मराठा आरक्षणाला स्थगिती देण्यात आली आहे यावर विरोधी व सत्ताधारी यांनी चिंतन करण्याची गरज आहे दळभद्री राजकारण सोडा…,Offensive,UNT,NULL
मुर्खा सारखे नकोतिथे मराठी अस्मितेच्या नावावर फालतू राजकारण करून महाराष्ट्राचे मोठे नुकसान करणार आहेत हे लोक. मग…,Offensive,UNT,NULL
च्यायला वर्क फ्रॉम होम मध्ये पण ऑफिसवाले जीव काढतात...एवढं काम कि स्वतःकडे पण बघायला वेळ नाही.... नशीब लग्न नाही झालं…,Offensive,UNT,NULL
मला बंगाली भाभी मराठी वहीनीच झवाड्या आवडतात,Offensive,UNT,NULL
केस सुशांतची होती आणि शेवट कंगणाचे संडास पाडून झाली 🤣,Offensive,UNT,NULL
मग तुम्ही काय गोट्या खेळात होता का ?,Offensive,UNT,NULL
साली भांड,Offensive,UNT,NULL
बावळट त्या फेक आयडी कार्ड वर पोस्टाचा स्टॅम्प नीट बघ.. मुंबई लिहिले आहे तिथे... 1990 मधे मुंबई…,Offensive,UNT,NULL
शेनीक मंद आहेत,Offensive,UNT,NULL
च्यायला हो ??,Offensive,UNT,NULL
मुर्खा  जिथं खाल्ले तिथच हागणार्याला चपला नको मारायला मग काय आरती ऊतरवायला हवी काय.,Offensive,UNT,NULL
पुरोगामी नसायला मंद लागत,Offensive,UNT,NULL
1978 साली नागपट्टणम इथल्या विष्णू मंदिरातून प्रभू श्रीराम  सीता माता आणि लक्ष्मणाच्या प्राचीन आणि अत्यंत सुंदर मुर्ती चो…,Offensive,UNT,NULL
नशीब काही द ळ भद्री लोक भारत   पाकिस्तान बॉर्डर प्रदेशात राहत नाहीत नाहीतर पाकिस्तानला स्वतःचा बाप देश मानत रस्त्यावर पाकि…,Offensive,UNT,NULL
च्यायला अबब माझाची चमचेगिरी पाहून अश्रू येतात राव डोळ्यात काय निष्ठा आहे,Offensive,UNT,NULL
हे काय पहिल्यांदाच होत नाहीये 90s पासून राम मंदिरासाठी येणाऱ्या पैश्यांवर सगळे भिकारचोट गब्बर झालेत …,Offensive,UNT,NULL
dslr ने थोबाड जरी चमकवलं तरी  दळभद्री नशीबाचं काय.....?,Offensive,UNT,NULL
मला झाट काय कळले नाय,Offensive,UNT,NULL
शिवसेनेच्या लफड्यात काँग्रेसची लागली   हिमाचलमधील अनधिकृत बं…,Offensive,UNT,NULL
च्यायला आता सोशल मीडिया वर काही पण पोस्ट केलं किंवा लाईक वगैरे केलं तर असं वाटतं की आपण त्या आपल्या मोबाईल स्क्रीन…,Offensive,UNT,NULL
गोट्या कितीहि मोठ्या झाल्या तरी त्या ल  ड्याच्या खाली असतात 1980 ला स्थापन झालेल्या गोट्याने माज दा…,Offensive,UNT,NULL
टाकला मामुच्या तोंडात..🥴,Offensive,UNT,NULL
नक्कीच भाऊ महाराष्ट्रात फक्त मराठीच वापरली गेली पाहिजे आणि पर्यायाने इंग्रजी…,Offensive,UNT,NULL
सहमत  वैचारिक दळभद्री पण नुसता,Offensive,UNT,NULL
यांना कोण सांगणार हो .. मूर्खा बरोबर वादविवाद आपल्याला मूर्ख बनवतात  आपण यांची…,Offensive,UNT,NULL
खंडू  अहो... ते पुढच्या सरकारमध्ये मला पाकीट मिळेल ना... ? काक  मूर्खा हे सरकार टिकवायची गरज आहे... पळ तिकडे,Offensive,UNT,NULL
चहा झाला थंड कुशल माझा लंड आहे ते,Offensive,UNT,NULL
काहीजण  जात  लिहताना  शुद्ध  असा शब्द वापरतात जसे काय सर्फ एक्सेल वापरून जात धुतलेली असते. तुमची ती शुद्ध आणि बाकीच्यां…,Offensive,UNT,NULL
झवू देस का रांड,Offensive,UNT,NULL
च्यायला राजभवन हे टपरिवर सिगरेट पिण्या सारख झालय ...  कुणी ही उठत न जात .🤣🤣,Offensive,UNT,NULL
बेड्स मिळत नसल्याने .... ?? सगळी जंबो सेंटर फक्त गोट्या खेळायला उभी केली आहेत का ? पासून…,Offensive,UNT,NULL
महा नालायक,Offensive,UNT,NULL
काही मोजकी मराठी न्यूज चॅनल वगळता राष्ट्रीय स्तरावरील बहुतेक सर्व न्यूज चॅनल उद्धवाच्या तोंडात अक्षरशः शेण घालत आहे…,Offensive,UNT,NULL
च्यायला हे काय बे टोळी मुकादम म्हणजे ?,Offensive,UNT,NULL
फक्त टीआरपी हेच प्राधान्य  तोच खरा धंदा. पहिला नंबर कोणाचा ह्याचसाठी अट्टहास  बाकी सगळं फाट्यावर. लोकांना ही अक्कल नाहीत  हे…,Offensive,UNT,NULL
