Tweet,Level_A,Class,Level_C
बाबू चोदो ना मुझे जोर जोर से चोदो कुतिया बना कर बड़े चूच्ची वाली भाभी लण्ड पर बैठ कर चुदाई करते मिक्स चुदाई,Offensive,UNT,NULL
"ये भड़वा वोट और नोट के लिए किसी के भी चुत्तड़ चाट सकता है, @anubhavsinha तो शायद धोता भी होगा। हरियाणा में ये जब जब आता है इसके रैपटे पढ़ते हैं।",Offensive,TIN,IND
"मैं #गिरिराज_सिंह #कन्हैया_कुमार से पूछना चाहता हूं, आजादी में कोई कमी तो नहीं रही भोस# के... @Being_Humor @desimojito @indiantweeter @rishibagree",Offensive,TIN,IND
मोहम्मद के राह पर एक और सुअर की औलाद।,Offensive,TIN,IND
हमलोग भाई भाई का नारा देते रहेगे और वो सुअर हरामखोर हमे बर्बाद करता रहेगा!,Offensive,TIN,IND
यही अगर किसी मस्जिद में हुआ होता तो रंडी रोना स्टार्ट कर देते तू भड़वे लोग अभी तो शांति बनाए के लिए ही बोलोगे,Offensive,TIN,OTH
फिर कयो अपनी ऐसी तैसी करवा रहा है फालतू दो पैसे की औकात नही है भडवा,Offensive,TIN,IND
अबे भोसडीवाले जिसकी रंडी की तुम लोग दलाली खाते हो उससे कभी पूछो की पैसा कहाँ से उसके पास आया है।,Offensive,TIN,IND
भग भोसड़ी के मादरचोद मेन ऑफ द सीरीज घर पहुंचा देंगे,Offensive,TIN,IND
"पूजनीय' लिख भोसडीके 'पूजनीय' महान , चक्रवर्ती ऐसे शब्दों का प्रयोग कर।",Offensive,TIN,IND
अबे भडवे बेटीचौद हरामी जरा चावडी बाजार की भी बात कर या फिर तेरी माँ पर कोई मुल्ला चढा था क्या जो चुप है,Offensive,TIN,IND
कुरान को बदनाम कर रहा है ये हरामी,Offensive,TIN,IND
"भटके हुये बच्चों की गांड मे डन्डा करना, आैर हरामखोरों को सरेआम गोली मार देना।",Offensive,UNT,NULL
एक नंबर का भड़वा आदमी है!,Offensive,TIN,OTH
भोसडीके अगली बार CD बना तो लाइटिंग अच्छी लगाना !,Offensive,TIN,OTH
आबे तू तो बात मत कर सेना के बारे मे बलात्कारी कहा था ना भोसडीके..और सेना की सन्मान की बात करता है,Offensive,TIN,OTH
ये भड़वा साला आर्टिकल 15 देखने मे व्यस्त है,Offensive,TIN,IND
मुसलमान अल्लाह के सिवाय किसी से नहीं डरते. फिर कश्मीरी मुस्लिम मुह पर कपड़े बांधकर हिजडो की तरह क्यों सामने आते हैं?,Offensive,TIN,GRP
"हिजड़ो से एक मंदिर नही बचता है और सपना देख रहा है राम मंदिर का @ArvindKejriwal क्यो भड़वा सही कहा ना, तुम्हारे अब्बुजान कितना डरे हुए है बेचारे हिजरो को मेरठ से भगा रहा है और दिल्ली मे मंदिर के मूर्तियाँ तोड़ा जा रहा है ये सब कही RSS और भगवे वाले तो नही कर रहे है",Offensive,TIN,IND
"लम्पट झोलाछाप , तेरे जैसा 20-25 दिन राम लीला मैदान में गुजरकर और मीडिया का लुंड चाटकर उनलोग नेता नहीं बने ! सारी जिंदगी खपाई ! तू मादरचोद देहाती गवर जाहिल हरामी , उनपढ ,ठरकी माथरजात बैठ चुपचाप",Offensive,TIN,IND
साली चुतीया औरंत 'तेरी माँ पर और तुझं पर मुल्ले चड चुके है क्या जो नाम लेणे से दरती है रंडी कही की,Offensive,TIN,IND
गांजा कहाँ मिल रहा है आज कल @RomanceScammer इस सुअर ने अपनी केंसर वाली अफवाह फैला कर गां#@$ फाड़ दी थी तब से सब एब बन्द है अपना,Offensive,UNT,NULL
दो कौड़ी के दलाल दलाली करनी है शौक से कर हुकूमत का लेकिन अगर जाट मजहब के ऊपर कुछ बोलेगा तो म****** इतना जूता पड़ेगा तुम्हारी मां का च** कि तुम्हारा बाप मोदी भी नहीं बचा पाएगा बड़वा हरामि तुम्हारी मां का च**,Offensive,TIN,IND
वाह भेनचोद क्या डबिंग है,Offensive,UNT,NULL
अच्छा। जब किसी मुस्लिम से जय श्री राम बुलवा दिया जाता है तब यह रंडी रोना क्यो शुरू करते हो की हिंदू एसा कर रहा है पर मंदिर को मुल्लो ने तोड़ा तो वो मुस्लिम ही नहीं है सही है..हद हो गई चुसने कि अब तो.. अरे शर्म करो पाखंडी पप्पू तो सरकार मे आने से रहा अब। जितना मर्जी कोशिश कर ले।,Offensive,TIN,OTH
तेरी सीता मईया को रावण महीनो तक चोदा तब तेरे गाॅडु राम को पता नही चला। 4000 साल से शंकर का लन्ड चूस रहे फिर कटूओ की लन्ड चाहिए तेरी सीता रंडी को। पार्वती के चुत पे लन्ड के सहारे पानी गिरा रहे हो। अंग्रेजो के दलाल देश का गद्दार सुवर गोडसे और सुवर सावरकर के नाजायज औलाद माधरचोद,Offensive,UNT,NULL
अबे ओ अपनी बहन से पैदा कीड़े । भडुआ बनना है तो पप्पू के लुंड पर बैठ।तेरी अम्मी का यार मत समझ मुझे झोपडी के। संघी आतंकवादी होते है क्या।अपनी बहन का हला ला करने कहीं और जा ।तेरे जैसे 10 रोज ठिकाने लगाता हूं। समझा नपुंसक,Offensive,TIN,IND
बलात्कारियों के हौसले तो उसी दिन बुलंद हो गए जब निर्भया के आरोपी को फाँसी की जगह सिलाई मशीन और 10000 रुपये ईनाम दिये ..और यह सब हुआ सिर्फ एक मादरचोद के वजह से.....,Offensive,UNT,NULL
"ये कुकूर मुत्ते की औलाद है, जो बच्चे ,महिला ,ओर बुजुर्ग पर हाथ चलता है वो भड्वा,दलाल ,b c, हैं",Offensive,TIN,OTH
यह बाबर के ल** से पैदा हुई रंडी है समझे यह बीजेपी की रखैल है टिकट के लिए कुछ भी कर सकती है,Offensive,TIN,IND
अबे रंडी के पिल्ले सुवर की नाजईज औलाद तेरे बाप की माँ को गाँड मारवा कर मिला था क्या ये देश जो सिर्फ तेरा है साले गाँड में डंडा डालके मुंह से निकाल दूँगा भारत पर तुम भडवो से ज़्यादा हमारा अधिकार है,Offensive,TIN,IND
अपने भाई बहनो सहित अपनी मा का दूध पीता सुअर चौहान @SureshChavhanke लेकिन Bsdk तू इनमे कोण सा है,Offensive,TIN,IND
"ये संजय , #नामाकूल इस देश में झगड़ा, फसाद, बेईमानी, यही फैलाना चाहता है, बाकी देश भले मुसीबत में। आ जाये, इस कमीने को सत्ता लालच है !!! #नीच कही का !!!",Offensive,TIN,IND
ऐसा अगर हिंदुओं ने किसी मकबरे पर किया होता तो तू ही रंडी जोर जोर से चिल्लाती आर एस एस वालों ने बजरंग दल वालों ने किया और सूअर की औलाद दें तुझे शरारती तत्व देखने लगे हराम की जनी,Offensive,TIN,IND
पहले : गोदी मीडिया दलाल है अब : गोदी मीडिया दलाल है,Offensive,TIN,OTH
"कहा है Zee हिदुस्तान वाला दलाल चैनल जो AN-32 विमान एलियम के कब्जे में दिखा रहा था?? विमान खोने पे रोहित, सुधीर, अंजना और रुबिका ने एक भी ट्वीट करके सरकार से सवाल नही किया? लेकिन? विमान का पता लगने पे इसे मोदी का मास्टरस्ट्रोक बताकर दंगल, DNA जरूर करेंगे बेशर्म पत्तलकार गण।",Offensive,TIN,GRP
शिव सेना मुम्बई छोड़ के UP मे राम मंदिर बनवाने आई थी? BJP के साथ तमाशा भी किया? फिर दोनो हर बार की तरह एक हो गए? लेकिन मुम्बई मे हर साल बारिश की समस्या नही सुलझा पा रहे है। कूड़ो का ढेर बन जाता है मुम्बई बारिश के बात लेकिन क्या दिक्कत है नेहरू है न?उनको जिम्मेदार ठहरा देंगे।,Offensive,TIN,OTH
समस्या तुम जैसे मादरचोद ढोंगी 'पंडे' पुजारी है। जो मंदिर में मूर्ति तोड़ने से चुप्पी साधते है। ढोंगी मादरचोद प्रमोद,Offensive,TIN,IND
मादरचोद पाकिस्तानियों हराम की चीज चाहिए हराम का सेमीफाइनल पूछोगे मां के लोड़े लड़ पाते नहीं हो,Offensive,TIN,OTH
"मैं प्रतीक सिंह s/o मुकुट सिंह निवासी चन्दौसी जिला सम्भल, यदि आने वाले कुछ दिनों में मेरी हत्या होती है , तो उसका जिम्मेदार 1. चुन्नीलाल s/o देवीराम Hn- A 13,14 दीनदयाल नगर (साईं मंदिर के सामने)MDA, मुरादाबाद, थाना-सिविल लाइन @dgpup @adgzonebareilly @sambhalpolice @PMOIndia",Offensive,TIN,GRP
धोनी से ज्यादा तो बुल्ला गांड़ फाड़ देता है.. अगला मैच बुल्ला खेलेगा,Offensive,UNT,NULL
"बालाकोट में “रात” को कितने “मोबाइल” चल रहे थे, ये हमारी “सरकार” को पता था, लेकिन “3” दिन से अपने ही देश में एक “हवाई जहाज़” नहीं ढूँढ पाये.",Offensive,TIN,OTH
वैश्या दलाल तुम्हें तबरेज अंसारी पर तो कुछ नहीं सूझा क्योंकि वह मरने वाला मुसलमान था अब यहां पर दिल्ली का दिल तालिबानी दिख रहा है तुमको तुम जैसे रंडी पत्रकार के ही कारण लोकतंत्र खतरे में हो गया है,Offensive,TIN,IND
मुल्ले मादरचोद होते है ये जहन मे रख लो #TempleTerrorAttack,Offensive,TIN,GRP
#असली बात ये है कि #कुछ #कमीने #किस्म के #लोग #अपनी #बहन से ही #शादी करना चाह रहे थे जिन्हें #समाज के लोगो द्वारा समाज से #बहिष्कार कर दिया गया जिसके कारण भेनचोद #मुस्लिम बन गए उसके बाद से वे अपनी बहन को लगातार चोद रहे है साले यही भारतीय #उपमहादीप के मुसलमानों की सचाई है,Offensive,TIN,GRP
"भोसडीके गांड चाटने वाले भक्त ऐसा कोन से कानून मे लिखा है भारत में रहने के लिए जय श्रीराम बोलना अनिवार्य है, तुम वही लोग हो जिनके हाथ मे लण्ड पकड़ा दिया ना तुम लोग उसे आईस क्रीम समझ कर चाटने लगोगे, सच्चे पत्रकार बनने की कोशिश कर वर्ना अपने आपसे घीन आने लगेगी",Offensive,TIN,IND
दिल्ली में 300 मुल्ले मंदिर तोड़ते है ओर ये मुल्लो का पिछवाड़ा चाटने वाला केजरीवाल झारखंड के चोर मुल्ले को 5लाख देता है भड़वा,Offensive,TIN,IND
अपनी तरह सबको गांडू समझता है क्या मादरचोद,Offensive,TIN,IND
गया भेंनचोद .... घुसा बुमराह का बम गाँड़ मे,Offensive,UNT,NULL
मादरचोद पत्रकार मुसलमान बोलने में शरमा रहा है...उपद्रवी तत्व बता रहा है कुत्ता,Offensive,TIN,IND
Mullo ने to तुम्हारी माँ तक chod डाली अबे सुअर की सकल नियोग की पैदाइश dindahade अपनी माँ बहनो को asram मे छोड़ kr आते हो गुफा की पैदावार कभी हमें भी मौका दो madarchodon अपनी बहन का नियोग करने का.. Bhadwe apni माँ से पूछ mullo का पैदा किया हुआ है..,Offensive,TIN,OTH
ये इतनी बडी रंडी है की इसको कितना भी गाली दो इसे कोई फर्क नहीं पड़ता ये अपना रंडीगिरी चालू रखती है जरूर किसी कटवे ने इसकी मां का हलाला किया तब जा के ये अपनी मां की बूर मे से निकली है,Offensive,TIN,IND
"सूअर का बच्चा, हरामी, सामने आ जूता रखा है।",Offensive,TIN,IND
"रंडी की पैदाइश बता ना तेरा बाप कोन निकला अम्मी ने बताया या नही शायद नही बताया इसलिए गुस्सा आ रहा है कोई बात नही पूछता रह हा एक बात जरूर है तू है हिन्दू की पैदाइश है, अब जाती समाज तो अम्मी ही बताएगी हाथ पे लिखवा ले 'मेरा बाप हिन्दू है'",Offensive,TIN,IND
"चादरमोद महमूद गजनवी पर्चा को क्यो बुलाते हो डिबेट में,मादरचोद पाकियों का गू खाकर आये हुए।",Offensive,TIN,OTH
?कैसे मुकदमा लङेगी फातिमा रन्ङी तू अपनी तन्हाई का ? ?हर हिन्दु लन्ङ गवाह है तेरी मक्का मदीना मे चुदाई का ? ?अल्ला झूठा मुल्ला झूठा झूठी सारी खुदाई ? ? चुत मिले अगर मुल्ली की तो कर दो जम के चुदाई ? ? वैसमोल ने किया कमाल ? ?,Offensive,TIN,IND
"खुल कर बोलो सारे बोलो! खुल कर बोलो सारे बोलो 'जय श्रीराम' मुर्दाबाद वन्देमातरम नहीं चाहिए भेदभाव की भारत माता तुम तो अपने पास रखो! मिल कर बोलो सारे बोलो संविधान यह जिंदाबाद 'जै सिया राम' जिंदाबाद जिंदाबाद कहो जय हिन्द जन गण मन भी जिंदाबाद! बोधिसत्व, मशहूर साहित्यकार",Offensive,UNT,NULL
"रंडी अंजनवा ओम मोदी नॉट कश्यप ,भड़वे सारदाना, रंडी बंदरलेखा,रंडी श्वेता भडुआ जनता पार्टी के प्रवक्ता",Offensive,TIN,GRP
"ए! कायर हिन्दू तुम कहाँ कहाँ से भागोगे? पहले कश्मीर फिर कैराना और अब मेरठ, 300 साल की गुलामी में तुम्हारे अंदर वे साहस और हिम्मत को मार दिया है इसलिए तुम सेकुलरिज्म की बात करते हो!!! धर्म और सत्य के लिए लड़ो चाहे प्राण ही क्यों ना चले जाए!! यही सनातन है, यही धर्म है।",Offensive,TIN,OTH
@ArvindKejriwal तेरी मैया chode tu थापड़ नहीं जूते लायक है हरामी माजिद बनाते रहेता मंदिर टूटा तो एक शब्द नहीं निकला,Offensive,TIN,IND
माधरचोद मुगल गुलामी मे जितने अजादी के लिए भाववा धारण किए माधरचोद रंड़ी के पैदाईस तेरी मां मुसलिम से हलाला करा तेरे को पैदा की है माधरचोद बता मुगल गुलामी मे जो भी हिन्दू भगवा का धारण किए माधरचोद उनको क्या बोलेगा मा बहन बेटी बीबी रोज तेरी मुसलिमो से हलाला कराती है यह मै बोल रहा हु,Offensive,TIN,OTH
अब इस्लाम खतरे में नहीं है ये सारे मादरचोद हैं इनको आस पास बसने न दिया जाए बहुत सेक्युलर बनाने कु जरूरत नहीं है,Offensive,UNT,NULL
जी है और भेनचोद पूरी फॅमिली और खान्ग्रेसिये चोर है एक बात और मैं गाली लिख रहा हु तो क्या हमारी फ्रीडम ऑफ़ स्पीच नहीं है जो देश को गाली दे वो हीरो और हम तो सिर्फ एक फॅमिली को दे रहा हु,Offensive,TIN,OTH
"मादरचोद , होश में , नाजायज अवलाद कही के,",Offensive,TIN,IND
सारे सेक्यूलर बुद्धजीवी अभी अपनी माँ चुदवाने में व्यस्थ हैं! अभी किसी मुल्ले को किसी अपराध के लिए दो चमाट मार दो सारे रंडी के किड़े मकौड़ों की तरह बाहर आ जायेगें हरामी !,Offensive,TIN,OTH
बच्चे जो मरे है बिना इलाज बहोत गलत है सरकार को पूर्णरूप से ध्यान देना चाहिए लेकिन BSdk के किसी दिन मस्जिद तोड़ के ये बोलना गांडू लोगो तुम्हारी गांड में ज्यादा सेक्युलरिस्ट का कीड़ा काट रहा है,Offensive,UNT,NULL
सूअर की पैदाइश अरन्दी की औलाद केजरीवाल का मुत पिने वाले हिज्डे आपियो से अपनी गान्द मर्वाने वाले मादरसोद तू अपनी अम्मी को सौप दे आप के गुंडो को और उन्ही से राशन कार्ड बनवा और भोक,Offensive,TIN,IND
चल आजा मादरचोद मैं देखता हूं तेरी चूत में कितना पानी भरा है..!,Offensive,TIN,IND
बिल्कुल सही कहा गण्डवों अंधभक्तों मादरचोद हलाले की औलादों,Offensive,TIN,GRP
"मादरचोद कटुवों, सत्ता मेरे हांथ में होती तो तुम कुत्तों को जूते मारकर भारत से बाहर भगाता । अमेरिका, रूस जैसी शक्ति होती तो काबा में सन्डास बनवाता । हाइड्रोजन बम गिराकर पृथ्वी कटुवा विहीन कर देता ।",Offensive,TIN,OTH
क्यों केवल हिन्दू का ही अनकट पसंद है मौलाना के लुंड में ताक़त नही होती क्या?,Offensive,TIN,OTH
मादरचोद साले कटवे एक चोर के लिये इतना रो रहे है,Offensive,TIN,IND
माधरचोद तेरे को पाकिस्तान बुला रहां है वहा जाकर शांतीसे पुरे परिवार या पुरे खानदान के साथ जाकर गौतम बुद्ध के तरह क्यो नही पाकिस्तान मे अपने बिचार को रखता माधरचोद तेरी मां बहन बेटी बीबी हर रोज हलाला का आनन्द लेती है मगर जब पाक चले जाओगे तो वह भी खुद को सुरक्षित मेहसुस करेगी हरामी,Offensive,TIN,IND
देवर का लंड चुसाई और चुत चुदाई 14 720p,Offensive,UNT,NULL
भेनचोद तू और जीजा साले हिजड़े सी सकल है बात ऐसे चोद रहा है जैसे पप्पू का जीजा है और एड्रेस से भोसड़ी के भेज रहा हू एड्रेस से पहले एक बाप की औलाद है तो,Offensive,TIN,GRP
"क्या हो गया है दिन्दुओ को एक मुस्लिम धर्म गुरु लाइव टेलीकास्ट मैं दुर्गा को रंडी और हिन्दुओ को सैकड़ो अपशब्द कह के चला जाता है और इस देश मे न विरोध न कोई केस दर्ज, ये चेनल वाले TRP के लिए हिन्दुओ को गाली देने ऐसे कमीनो को अपने शो पर जगह देते हैं @RajatSharmaLive पर कैसेदर्ज़ हो",Offensive,TIN,OTH
"M.सिसोदिया तु राजपूत नहीं तु दोगला है, केजरीवाल और कटुओं का भड़वा है ! इसलिए दिल्ली में हिन्दू परिवार के साथ मुल्लों के द्वारा मार पिट और मंदिर में तोड़फोड़ पे तु और भङवा केजरीवाल खामोश है!",Offensive,TIN,IND
ऐसी “बेरहम”और “निकम्मी” पुलिस का इलाज करो योगी जी.@myogiAdityanath,Offensive,TIN,GRP
इस मामले मै पुजारी का नाम भी घसीट ने की कया जरूरत थी भड़वे चुतिया हो क्या मादरचोद प्रमोद,Offensive,TIN,IND
मा चोद दूंगा तुम लोग की भोसड़ीके,Offensive,TIN,GRP
देश तेरे बाप का थोड़े ही है भोसडीके।,Offensive,TIN,IND
ये कौन रंड़ी की औलाद आगई bsdk,Offensive,TIN,IND
भोसडीके तू हलाला की पैदाइश...मादरचोद हिंदुस्तान में हिन्दुओ की जनसंख्या कितनी है पता है.. और तू उन्ही मुगलो का बेटा है ...,Offensive,TIN,IND
देसी चुदाई हिंदी में - होटल में घोड़ी स्टाइल में बड़े लुंड से धांसू चुदाई से लड़की हालत ख़राब | आवाज सुने 63 secs 720p,Offensive,UNT,NULL
गांड पे लात मार के नीकाल फेंको बाप बेचे को पार्टी से बहार,Offensive,TIN,GRP
लुंड खा ले माँ चुद ले बोसडी बाले मोलवी छोड़े न साला,Offensive,TIN,IND
बड़े मादरचोद टाइप के हो बे ।,Offensive,TIN,OTH
@injubhai अबे तूने तो अब तक वो भी नही देखा जो अब तक कसाब से लुंड वानी तक को ख्वाब दिखा के उनका चुचिया बनाया गया नौलु।,Offensive,TIN,IND
अब सूअर के पिल्लों को दिखाई नहीं दे रहा है जो कैंडल मार्च निकाल रहे हैं,Offensive,TIN,OTH
@aajtak क्या चूटियापा हो रहा है तब हिन्दू मुसलमान कब एक साथ रहा बे सरदाना सूअर के बीज पाकिस्तानी कुत्ते,Offensive,TIN,IND
#Eng वालों को बधाई और #Pakistan की चूदाई,Offensive,TIN,OTH
चूतिये कायर तो तेरे बाप दादा थे जो मुगलों के डर से अपना लंड कटवा बैठे और जिस नेहरू और गांधी की बात कर रहा है ना वो अंग्रेजों और मुल्लो के गुलाम और दलाल थे असली स्वंत्रता तो आजाद और भगतसिंह जैसे लोगो के कारण मिली गांधी और नेहरू रंडी बाज थे,Offensive,TIN,OTH
भोसडीके तेरे जैसे लोग ही देश के असली दुश्मन है औकाद तेरी खुदको संभालने की नहीं है और चौकिदार को चोर बोलता है पहेले बोलना और चलना सिख ले फिर मुजसे अपनी अम्मा ठुकवाना फिर तेरेको पता चलेगा राष्ट्रवादी चोकीदार क्या होते है,Offensive,TIN,IND
जो दिल्ली में कटुओ ने किया वही अगर किसी हिन्दू ने किया होता देश के सारे भड़वे पार्टी के सुअर किश्म के नेता रण्डी रोना शुरू कर देते।,Offensive,TIN,OTH
"उद्धवठाकरे को अयोध्या में साधूसंत कहते हैं यहां नोटंकी मत करो अब मेरा सवाल संतों ने 1992 में बीजेपी कौ ये बात क्यों नही कही,,,",Offensive,UNT,NULL
"थाला आ गया वापिस , गाँड फाड़ दे थाला",Offensive,TIN,IND
तू खुद ऐक मिस्टेक हें भड्वा,Offensive,TIN,IND
कश्मीरी जायरा वसीम ने अल्लाह के नाम पर फिल्मों में काम करना छोड दिया जबकि उसी अल्लाह का नाम लेकर कश्मीरी पत्थरबाज हम पर पत्थर फेंकते हैं हमे गालियॉ देते है हम पर गोलियॉ चलाते है और हमारी गोलियॉ से आंतकवादियों को बचकर भागने में मदद करते है तुम्हारा अल्लाह दोगला है या तुम मुसलमान?,Offensive,TIN,IND
only one sentence for you 'चुप कर भोसडीके!',Offensive,TIN,IND
आपकी फिल्मो से hi सीखे है ...भेनचोद...,Offensive,TIN,IND
"वाह रे पाखंडी, इतना दोगलापंथी कहां से प्राप्त किए हो, कोई कोर्स किये हो या पैदायसी मिला है खानदानी. अभी हिन्दू मॉब लिनचिंग पर आसमान सर पर उठा लिया था टीवी डिबेट में. सुअर का....",Offensive,TIN,IND
अबे आंख के अंधे तेरे को नहीं दिख रहा मुसलिम के नाम पर मिरची लग गई दोगले कौम की हरामी नसल,Offensive,TIN,IND
"जेल में बंद बाबारामरहिम का बीजेपी की हरियाणा सरकार ने अच्छा आचरण बताया ताकि इसे जमानत मिल सके और ये बीजेपी का प्रचार कर सके ये है बीजेपी की हकीकत,,,",Offensive,UNT,NULL
#प्रज्ञा_ठाकुर ने #गोडसे_ज़िंदाबाद कहा तो नाराज़ हो गये #कन्हैया_कुमार ने भारत तेरे टुकडे होंगे कहा तो लोकसभा उम्मीदवार बना दिया।,Offensive,TIN,IND
"#TheTruth1925 कहां है #सेकुलर,#सहिष्णुता_गैंग, #मोब_लिंचिंग की दिनरात शोर-शराबा करनेवाले हरामी के औलादों,सालों,खामोश क्यों हो?कुछ तो बोलो।कुछ भी क्यों नही बोल रहे हो ?सालों,तुम्हारे मुह में #अल्लाह_मियां के #लॉलीपॉप है क्या जिसे सालों चूस रहे हो?#PleaseRT",Offensive,TIN,OTH
ब्लॉक क्यूँ कर दिया भोसडी के काग़ज़ी शेर ? ज़रा अनब्लॉक करो फिर दिखता हुँ तुमको किसकी गांड में दम है चुतिये काग़ज़ी हिंदू ? @shrrinG,Offensive,TIN,OTH
अगर आपको ये देखना है कि अपनी “फ़ील्ड” का “नाकाम” इंसान क्या क्या करने लगता है तो आप “पायल रोहतगी” का ट्वीटर हैंडल देख लीजिये। यक़ीन कीजिए आपका “कर्म” में “विश्वास” बढ़ जायेगा।,Offensive,TIN,IND
मणिशंकर ने सच ही कहा था हम तो यू ही उसे गलत समझते रहे। जो दूसरों की इज्जत ना करे वो आदमी #नीच कहलाने लायक ही है #ShameOnPMModi @RahulGandhi @priyankagandhi @INCIndia @INCChhattisgarh @narendramodi @bhupeshbaghel @TS_SinghDeo @RTforINC @divyaspandana @RuchiraC,Offensive,TIN,IND
यह कपिल इतना कमीना पूछो मत भड़वा मोदी का चित्रा का पति योगी बिकाऊ साले,Offensive,TIN,IND
अरे पागल जूठा रोज लाईट बंद रखता हें भड्वा,Offensive,TIN,IND
लड़की सोते हुए अपने बॉयफ्रेंड का लिया लुंड 63 sec http://xv.musz.info/%e0%a4%b2%e0%a5%9c%e0%a4%95%e0%a5%80-%e0%a4%b8%e0%a5%8b%e0%a4%a4%e0%a5%87-%e0%a4%b9%e0%a5%81%e0%a4%8f-%e0%a4%85%e0%a4%aa%e0%a4%a8%e0%a5%87-%e0%a4%ac%e0%a5%89%e0%a4%af%e0%a4%ab%e0%a5%8d%e0%a4%b0-2/ …,Offensive,UNT,NULL
भोसडी के चुतिया हो किया मादरचोद मुल्ले,Offensive,TIN,IND
साजिद रसीदी नाम का सुअर झूठ बोल रहा है ।मोहम्मद नाम के सुअर के अनुयायी इस्लामिक आतंकवादी अल्लाह हू अकबर बोलकर मंदिर में तोडफोड कर रहे थे ।टी वी पर बैठे हुए इस झूठ बोलते सुअर के मुँह पर मूत देना चाहिए ।,Offensive,TIN,IND
नौटकिबाजी करना कोई इस हलाल की पैदाइश से सिखे रंडी हरामी,Offensive,TIN,IND
"बहुत हुआ भाई चारा, ये देश मे रह रहे कुछ मुल्ले और कुछ भेनचोद हिंदू ही असली आतंकवादी है, इन सबको भी उडा दो मादरचोदो को,",Offensive,TIN,OTH
"कश्मीर, कैराना, मेरठ हिन्दुओ ऐसे ही पलायन करते रहो , तुम्हारी जात ही शुतुरमुर्गो कि है , क्योंकि मिट्टी खाने की आदत जो लग गई है तुम्हे ।",Offensive,UNT,NULL
मादरचोद मुस्लमान का नाम लेने से डर लग रहा है अगर यही हमला मसजिद पे हुआ होता तो सभी हिंदू आतंकवादी हो गए होते देश में सहनशीलता फैल गई होती अवार्ड वापसी गैंग सक्रिय हो गए होते लेकिन अभी सभी की मां चुद गई है,Offensive,UNT,NULL
ब्राह्मणों के नाम पे बदनुमा दाग तिवारी,Offensive,TIN,IND
ऐसी गांड़ तोड़ो दल्ले की कि दोबारा ऐसी हरकत करने से पहले सोचे।,Offensive,TIN,OTH
अरे शुक्राचार्य जायरा के मैनेजर ने अभी अभी बयान दिया है कि जायरा का फेसबुक अकाउंट किसी ने हैक कर लिया था जिसकी जांच कराई जा रही है -अब तेरे पिछवाड़े में कीड़े कलबलाने लगेंगे भड़वा,Offensive,UNT,NULL
नीम का पत्ता कड़वा है ध्रुव राठी अपनी...का भड़वा है,Offensive,TIN,IND
"कहां मर गए रवीश जी, आपके शांति प्रिय धर्म के लौगो ने चांदनी चौक में मंदिर पर आक्रमण कर दिया,,गले में सुअर की हड्डी फंस गई क्या,, मोमबत्ती, और अवार्ड गेंग भी पता नहीं किस पाताल में उतर गया,, ढूंढो इन देश के गद्दारों को",Offensive,TIN,IND
"केजरीवाल माधर चोद जिंदा है, या मर गया ! भोसड़ी वाले! झारखंड में गांड मरवाने चला गया, वहाँ एक चोर परिवार को ५०००००/ लाख रूपये, सरकारी नौकरी, जैसे तेरे बाप का माल है !भड़वे! वहींजब दिल्ली में मुल्लो ने एक हिन्दु परिवार के साथ मारपिट किया! मंदिरों तोड़फोड़ की तो खामोश हो गया,",Offensive,TIN,IND
ये देखकर ही लग रहा है कि #राहुल जी से ज्यादा #देश के #वफादार व #देशभक्त #सेना के #डॉग #युनिट के ये #कुत्ते हैं उम्मीद है कम से कम इन #कुत्तों की #देशभक्ति से ही आप अपनी #राष्ट्रभक्ति की #तुलना कर खुद के अंदर झाकेंगे जरूर?,Offensive,UNT,NULL
ये भड़वा भी बकरचोदि बहुत करता है..डर लगा इस्लाम कलंक है दुनिया में,Offensive,TIN,IND
पति पत्नी बॉयफ्रेंड गर्लफ़्रेंड बस एक इससे ज्यादा रंडी छिनाल लफंगा छिनरा,Offensive,UNT,NULL
"चुप रंडी की औलाद, मैच तू देख, तुझे जरूरत है, चला है लोडा एक्सपर्ट बनने... इतना gaand मे गुड्डा है तो तू जा के खेल ले lavde",Offensive,TIN,IND
गुलाबी कंहा भड़वा sorry भगवा गैंग। गुलामी गैंग part 2।,Offensive,UNT,NULL
गांड में गुदा नहीं और और छलांगे 10 फेरी के भोसडीके तू चला जा,Offensive,UNT,NULL
तेरी अम्मी की चूत में मेरा लुंड,Offensive,TIN,OTH
#चिदम्बरम साहब आप तो वाकई #नीच व्यक्ति हो। माफ करियेगा कुछ गलत समझा हो तो मेरा हिंदी कमजोर है,Offensive,TIN,IND
नीम का पता कड़वा है थर्ड अंपायर भड़वा है 340 के स्कोर का सत्यानाश कर दिया साले ने,Offensive,TIN,OTH
भोसडीके हमारे जीतने पर तुम आगे जाओगे भिखमंगे देश के भिखारी लोग,Offensive,TIN,GRP
सूअर की चर्बी का तेल पानी डेल्ही बैली का केजरी खान,Offensive,TIN,IND
