tweet,subtask_a,subtask_b,subtask_c
खोटेपणा आणि मोठेपणा दाखवून माणसं जोडता येतात पण ते टिकवता येत नाही जे काही आहे ते रियल आहे अस करा की आपला स्वभाव बघुनच…,not offensive,NULL,NULL
बरं काही का असेना पण तिने एखादं काम सांगावं आणि ह्याने करू नाही असं कधी होईल का? मग तो भलेही कसंबसं …,not offensive,NULL,NULL
महाराष्ट्र राज्याचे माननीय शिक्षण मंत्री साहेब हरवले आहेत कुठे दिसल्यास आमच्याशी सम्पर्क करा कारण खूप…,not offensive,NULL,NULL
आंदोलन बाळासाहेब आंबेडकर यांच्या नेतृत्वाखाली सर्व संघटनांना सोबत घेऊन कामगारांचा तीव्र करणार …,not offensive,NULL,NULL
पुस्तक प्रवाहचे एक हजार फॉलोअर्स झाले अल्पावधीतच भरभरून मिळालेल्या प्रतिसादामुळे हुरूप आणि दडपण एकाचवेळी वाढले आहे…,not offensive,NULL,NULL
जिल्ह्यात कोरोनाच्या दोन लाख रूग्णांची नोंद भयंकर अशा परिस्थितीतून आपलं पुणं जातंय,not offensive,NULL,NULL
आमचे मित्र श्रीविष्णू चवरे सर यांची कन्या कुगार्गीने (इयत्ता ३री) काढलेले यांचे चित्र,not offensive,NULL,NULL
महाराष्ट्रात नक्कीच ‘मोगलाई आली आहे जिथे हरामखोर ही शिवी नाही असे एक खासदार सांगताहेत संजय राऊत आमच्या काय काना…,not offensive,NULL,NULL
अजूनही हिंदी लादत आहे भाषिकांवर ?आपण फोन केला की कोरोनामुक्तीच्या हिंदीत सूचना का…,not offensive,NULL,NULL
मी पण उद्या राज्यपालांची भेट घेणार आणि २०१४ साली लोकसभा निवडणुकीत मोदीनी १५ लाख रुपये देण्याचा आश्वासन दिले हो…,not offensive,NULL,NULL
स्वप्नाचे रुपांतर जेव्हा जिद्दीमध्ये होते तेव्हा अगदी सगळे काही त्याग करून ती पूर्ण करण्यासाठी आपण प्रयत्न करतो कार…,not offensive,NULL,NULL
९ सप्टेंबर २०२०। बुधवार शके १९४२ भाद्रपद कृष्ण सप्तमी सप्तमी श्राद्ध सूर्योदय ०६२७ सू…,not offensive,NULL,NULL
पारावर च्या एक्सपर्टस कडून पण ऐकेल पवार साहेब म्हणजे चाणक्य त्यांचा इतक्या वर्षा चा अनुभव भाजपा ची जिरावली …,not offensive,NULL,NULL
या माणसाचा इशारा मोदी सरकारने गंभीरपणे घ्यावा नाहीतर अत्यंत वाईट परिणामांना सामोरे जावे लागेल भारताला येणार्या काळात…,not offensive,NULL,NULL
कंगनानं अनधिकृत बांधकाम केलं ते अधिकृत दाखण्यासाठी पालिकाच्या संबंधित अधिका यांनी लाच मागितली असणार त्यानंतर कंगनानेही ख…,not offensive,NULL,NULL
अरे मी नाही पाडला कोणीतरी मला चायना बॉर्डरवर पाठवा रे पाडा पाडीला आपला जेसिबी,not offensive,NULL,NULL
आयसीआयसीआय बँक व्हिडीओकॉन प्रकरणात अटक करण्यात आलेल्या दीपक कोचर यांची रवानगी १९ सप्टेंबरपर्यंत ईडी कोठडीत करण्यात…,not offensive,NULL,NULL
तुझ्या आठवणींनी आजही मला गाठलं रडत मी होतो पण तुला का एकट वाटलं,not offensive,NULL,NULL
प्रधानमंत्री स्वनिधी योजनेखाली मध्यप्रदेशातील लाख हजार विक्रेत्यांना कोटी रुपयांची कर्जं मंजूर पंतप्रधा…,not offensive,NULL,NULL
भारत चीन संघर्षात ठिणगी हॉटलाईनवर ब्रिगेडियर स्तरावर झालेल्या चर्चेत प्रचंड वाद,not offensive,NULL,NULL
अग बाई तुला पाकिस्तान वाटतो ना तर नको येऊ आमच्या महाराष्ट्र मद्ये पोट भरते ना तू तुझ्या तोंडी कोणाची…,not offensive,NULL,NULL
आनंदी बाई अमृता बाई कंगना बाई च्यायला ह्यांना बायका पुढं केल्याशिवाय खेळच खेळता येत नाही,not offensive,NULL,NULL
च्या अंमलबजावणीला सुप्रीम कोर्टाने स्थगिती दिली आहे या निर्णयानंतर मराठा समाजाच्या उमेदवारांना शिक्षण…,not offensive,NULL,NULL
कंगणाला जितकी प्रसिद्धी आणि महापालिकेच्या कारवाईने दिली तितकी सलग १२ ब्लॉकबस्टर चित्रप…,not offensive,NULL,NULL
कंगना जी च आॅफिस टुटल की नाही याचा साठी ला मीटिंग हे आहेत मानस,not offensive,NULL,NULL
आजकाल महाराष्ट्रात एक नवा पप्पू जन्मला आहे महाराष्ट्राचा पप्पू ओळखा पाहू कोण?,not offensive,NULL,NULL
सीरीज दसऱ्याच्या निमित्ताने होईल भारतात लॉन्च असे असतील स्पेसिफिकेशन्स…,not offensive,NULL,NULL
आशा भोसले ह्या एक चमत्कार आहेत त्यांच्या आवाजात वीज आहे पण ही वीज ज्या झाडावर कोसळते ते जळून न जाता उजळून निघतं,not offensive,NULL,NULL
या क्षणी मला मराठा आरक्षणाबद्दल अजून काही मत मांडायची बिलकुल इच्छा होत नाहीये आमच्या समाजाला आवड आहे स्वतःहून स्व…,not offensive,NULL,NULL
बाळगू नका ६) आपली प्रतिकारक्षमता किती चांगली आहे याचा दंभ मिरवू नका ७) नम्र व्हा महापुरे वृक्ष जाती तिथे ल…,not offensive,NULL,NULL
यादी एमिली डिकीन्सन अनुवाद मधुकर नाईक,not offensive,NULL,NULL
मित्रानो करा कमेंट काय वाटत,not offensive,NULL,NULL
एवढ कष्ट केले मध्ये काय सांगू,not offensive,NULL,NULL
एखाद्या नेत्याविरुद्ध बोलाल तर बंगल्यावर नेऊन बडवले जाईल‌ शासनाविरुद्ध बोलाल तर घर पाडले जाईल आणि शेवटी गप्प…,not offensive,NULL,NULL
एक गझल सादर करतोय,not offensive,NULL,NULL
जय महाराष्ट्र,not offensive,NULL,NULL
भारतीय लोकशाही व्यवस्था जगातील सर्वात मोठी लोकशाही म्हणून ओळखली जाते पाश्चिमात्य विचारवंतांनी १९४…,not offensive,NULL,NULL
प्रेमींनो आली रे आली आली ला भेट द्या आपली टीम बनवा आणि स…,not offensive,NULL,NULL
फसव्या जॉब ऑफर्सपासून सावधान लॉकडाऊनच्या काळात फेक जॉब ऑफर्सचा अक्षरशः सुळसुळाट झालाय त्यामुळे तरुणांनी सावध राहणे ग…,not offensive,NULL,NULL
अपमान झाला म्हणून दिल्लीपती समोर त्याचीच खिल्लत उधळून लावणारे माणूस आता महाराष्ट्रात जिवंत राहिले नाहीत…,not offensive,NULL,NULL
तुमच्या कपड्याचा इथून सुरु होतो,not offensive,NULL,NULL
मनाला शांती मिळवून देईल अशी एकच गोष्ट आहे तो म्हणजे तुझा सहवास,not offensive,NULL,NULL
रिया ने गाडीत बसताना हात हलकला आता ही खरोखर बातमी आहे का ? किंवा ही बातमी होऊ शकते का सर्वांनच्या पुढे आम्हीच,not offensive,NULL,NULL
इंस्टाग्रामच्या खेळपट्टीवर मुंबई इंडियन्सची भरारी अगदी सीएसकेही,not offensive,NULL,NULL
पॉझिटिव्ह आहे समजल्यानंतर लांब पळून जाणारे निगेटिव्ह झाल्यावर फुलं घेऊन टाळ्या वाजवायला येतात ही आपल्या समाजाची…,not offensive,NULL,NULL
तुम्ही कितीही विष ओका आणि जनता माफ करणार नाही सत्ता आता कायमची विसरा,not offensive,NULL,NULL
विदर्भातील पूरस्थिती मुळे झालेले नुकसान प्रचंड आहे राज्यकर्त्यांनी पूरस्थितीची म्हणावी तशी दखल घेतलेली दिसत…,not offensive,NULL,NULL
राष्ट्रीय बेरोजगार दिवस आत्मनिर्भर दिवस फेकू चौकीदार दिवस आंतरराष्ट्रीय दळभद्री दिवस मोती शेवटच्या वाढ…,not offensive,NULL,NULL
एमपीएससीच्या तीन महत्त्वाच्या परीक्षा येत्या दोन महिन्यांच्या कालावधीत आहेत चांगला अभ्यास करा सर्वांना शुभेच्छा एक मह…,not offensive,NULL,NULL
ताई मराठी मध्ये सांगितलं असत तरी चाललं असत मुख्यमंत्री साहेबांना मराठी चांगली जमते अस…,not offensive,NULL,NULL
च्या मध्ये सहभागी होण्यासाठी उत्सुक स्पर्धकांनी इकडे लक्ष द्या आम्हाला ट्विटर वर फॉलो करा आणि…,not offensive,NULL,NULL
अक्षय कुमार कॅनडाचा नागरिक असूनही त्याचा आयकर भारतात भरण्यामागचं खरं कारण हे आहे,not offensive,NULL,NULL
आज ‘अक्षरनामा मध्ये किमान आरोग्य सुविधा पुरवण्यापासून राज्यसंस्था कशी काय पळ काढू शकते? देवेंद्र शिरुरकर…,not offensive,NULL,NULL
चिनी उत्पादनांवर बहिष्कार घालून त्याची जागा भारतीय बनावटीच्या उत्पादनांनी घ्यावी अशी जोरदार मागणी होत असली तरी…,not offensive,NULL,NULL
आज ९ सप्टेंबर २०२० बरोबर ५१ वर्षे झाली मध्ये महापूर येऊन गेला ९ सप्टेंबर १९६९ मध्ये आलेल्या ह्या महापुराम…,not offensive,NULL,NULL
हे जाम भारी आहे मुंबई आणि महाराष्ट्रावर प्रेम करणाऱ्या प्रत्येक माणसाने ऐकायला हवं एका अमराठी माणसाच्या भावना चुकवू न…,not offensive,NULL,NULL
आपल्या मीडियाने रियाला ड्रग्स कसे मिळाले हे पुराव्यानिशी दाखवलं पण पुलवामा हल्ल्यात ३०० किलो कसे आले हे न शोधता आले ना क…,not offensive,NULL,NULL
शवपेटीच्या जवळच एक बोर्ड ठेवला होता या जगात तुम्हाला जर कोणी प्रगती पासून रोखु शकतो तर तो फक्त अन फक्त तुम्ही…,not offensive,NULL,NULL
तोंडात काय धरलात का काय? बोला कि आता,not offensive,NULL,NULL
सेरेना विल्यम्सने अमेरिकन खुल्या टेनिस स्पर्धेची सलग १२व्यांदा उपांत्यपूर्व फेरी गाठली आहे २३ ग्रँडस्लॅम…,not offensive,NULL,NULL
मी पण उद्या राज्यपालांची भेट घेणार आणि २०१४ साली लोकसभा निवडणुकीत मोदीनी १५ लाख रुपये देण्याचा आश्वासन दिले होते …,not offensive,NULL,NULL
जगातलं हे आहे की नाती जपणाराच नेहमी सर्वांपासून दुरावला जातो शुभ सकाळ…,not offensive,NULL,NULL
दीनदयाळ आयटी सेलची एक मस्त टेकनिक आहेजेव्हा काहीच नाही बोलायला नाही तेव्हा मुद्दा भटकवा शिव्या घाला जातीवर घसरा…,not offensive,NULL,NULL
तोच भाव आपण मूर्तीत ओतला की ती मूर्ती आहे हा विचार नष्ट होऊन तो देव आहे असा अनुभव येतो,not offensive,NULL,NULL
सुशांत बिहार चा रिया बेंगलोर ची कंगना हिमाचल प्रदेश ची आणि भांडण आमच्या महाराष्ट्रात,not offensive,NULL,NULL
कंपनीच्या सर्व आकडेवारी वेगवेगळ्या फॅक्टर ने दर्शवल्या जातात जुनी आकडेवारी संदर्भाला वापरली जाते पण काही गोष्टी आकडेवा…,not offensive,NULL,NULL
मुळात जर सरकारला तुमची मारायची असेल तर सरकार कोणताही मार्ग सापडून काढते रिया व कंगना,not offensive,NULL,NULL
गीत भिमा तुझ्यासाठी कुंकवाचा धनी ज्ञानरवि विद्वत्तेचा धन्य जगी भिमराव वर वाचा पँथर…,not offensive,NULL,NULL
सुशांत सिंग बिहारचा रिया बंगालची कंगना हिमाचल प्रदेशची आणि भांडणं महाराष्ट्रात आरं कुठं ने…,not offensive,NULL,NULL
बीसीसीआयने दिलेला प्रस्ताव नाकारात कॅप्टन कूल धोनीने घेतला धाडसी निर्णय,not offensive,NULL,NULL
महाराष्ट्र राज्य सरकारच्या मराठा आरक्षणाला स्थगिती देऊन खंडपीठाकडे पाठवले मग केंद्र सरकारच्या आर्थिक आरक्षणाला खंडपीठाक…,not offensive,NULL,NULL
कशाला स्वतःला मंद बोलतो?,not offensive,NULL,NULL
सावित्रीच्या लोकांसाठी विद्यापीठात नवे होस्टेल नोव्हेंबर महिन्यात सर्व तयारीनिशी उपलब्ध होईल २०० विद्यार्थीनींची क्षम…,not offensive,NULL,NULL
भारताचे पहिले अंतराळवीर राकेश शर्मा यांच्या अंतराळातील सफरीविषयी,not offensive,NULL,NULL
आठवीत शिकत असलेल्या शिरीषकुमारने हिंमत असेल तर माझ्यावर गोळी चालवा असे उद्गार काढत देशासाठी छातीवर गोळ्या झेलत आप…,not offensive,NULL,NULL
तुझा पक्ष पण हिंदुत्ववादीच आहे ना? मग आणा की बंदी केंद्रात मोदी बसलेत ना का सगळं फक्त शिवसेनेनेच…,not offensive,NULL,NULL
च्यायला२ महिने आधी हेच भिकारचोट केंद्राकडे पैसे मागत होते ना? आणि ते मोफत वीज देऊ अस पण कोणीतरी बोललं होतं,not offensive,NULL,NULL
गीत भिमा तुझ्यासाठी,not offensive,NULL,NULL
माणसाची सर्वात मोठी समस्या इतिहासाचे दाखले देत मोठेपणा मिरवायचा आणि त्यात वर्तमान आणि भविष्याकडे दुर्लक्ष कराय…,not offensive,NULL,NULL
तुझे नोटिफिकेशन ऑन केलेत परंतु नाव दिसलं का शिव्या येतात तोंडात राव,not offensive,NULL,NULL
पांडुरंग हरी वासुदेव हरी तु तुझ्या घरी मी माझ्या घरी भेटु लस आल्यावरी,not offensive,NULL,NULL
विद्यापीठांच्या अंतिम वर्षाच्या परीक्षा रद्द करण्यासाठी जसा संघटनांनी पुढाकार घेतला तसा या विद्यार्थ्यांना चांगला रोजगा…,not offensive,NULL,NULL
प्रती अंतर्गत टा…,not offensive,NULL,NULL
छुपा रुस्तम डॉ मैथिली सावंत,not offensive,NULL,NULL
खो खो या खेळात सर्वोच्च पुरस्कारपण तरीही नोकरीपासून अद्याप दूरच म,not offensive,NULL,NULL
अहो पण त्या योगीला मुघलांचे म्युझियम बांधायची गरजच काय होती? आत वस्तू ठेवणार मुघलांच्या आणि महाराजां…,not offensive,NULL,NULL
आजकाल ९ १० वी च्या मुला मुलींना माहिती कुठे भेटता पण पोलिसांना माहिती नाही,not offensive,NULL,NULL
सावित्रीबाई फुले पुणे विद्यापीठासोबत इतर विद्यापीठांच्या एमसीक्यू बेस्ड परीक्षा ऑफलाइन आणि ऑनलाइन अशा दोन्ही पर्या…,not offensive,NULL,NULL
आज ‘अक्षरनामा मध्ये किमान आरोग्य सुविधा पुरवण्यापासून राज्यसंस्था कशी काय पळ काढू शकते? देवेंद्र शिरुरकर,not offensive,NULL,NULL
शांताबाई नंतर नाव घराघरात पोहचणारे नाव म्हणजे सोनू काहींची घरं अनधिकृत तर काहींच्या घरात अनधिकृत…,not offensive,NULL,NULL
किमान आज तरी नीट बोलाल असे वाटले होते पण शेवटी आपले मूळ गुण उधळले साली कळेल तुम्हारा अस्तित्व मिट जयेगा,not offensive,NULL,NULL
तुमच्या तोंडात साखर पडो विखे पाटील कारखान्याची ती घाण जाऊदे आपल्या राज्यातून तुम्ही तर साकडं घाला…,not offensive,NULL,NULL
मुंबईचा कर्णधार रोहितची २ वर्षाची मुलगी आहे खूपच हुशार पहा व्हिडिओ,not offensive,NULL,NULL
पदार्पणाच्या वर्षातच संघाला एक नव्हे तर दोन ट्रॉफी दिल्या जिंकून आता तोच खेळाडू बनवेल विराटच्या आरसीबीला विजेता…,not offensive,NULL,NULL
आणि आपल्या मते यामुळेच आपल्या देशातील लोकांनी भाजपला राक्षसी बहुमत दिले असेल तर त्यांचा मला आहे आणि आपल्या मते…,not offensive,NULL,NULL
पंजाबमधील सीमेवर लढत असलेला जवान वर्षभर तिकडे असतो त्याला इकडे मुलगा झाल्याचे तार करून कळविले जाते म…,not offensive,NULL,NULL
भाऊ संगमनेर तालुक्यातील गाव आहे माझे साली मी जमीन बँकेकडे गहान ठेऊन लाख रुपयांचे…,not offensive,NULL,NULL
देशाच्या नव्या संसदेचे बांधकाम टाटा करणार टाटा प्रोजेक्ट लिमिटेड ची निविदा सर्वात कमी किमतीची ठरली देशातल्या नामां…,not offensive,NULL,NULL
समोरचा आपल्याला काय समजतो ते जाणून घेणे खूप महत्वाचं असतं नाहीतर आपण नाती सांभाळत बसतो आणि समोरचा बुद्धिबळाच्या चा…,not offensive,NULL,NULL
चे पत्रकार ज्या तडफेने लोकांच्या अंगावर पडून ओरडतात किंचाळतात प्रश्न विचारण्याच्या ना…,not offensive,NULL,NULL
कंगनाचं तांडव सुरू असताना मराठा आरक्षणाला स्थगिती नोकरी आणि शिक्षणातील आरक्षण नं नाकारलं,not offensive,NULL,NULL
विदर्भात पुराचे पाणी शिरून भंडारा गोंदिया चंद्रपूर आणि गडचिरोली जिल्ह्यात मोठे नुकसान झाले आहे मात्र अजूनही राज्य स…,not offensive,NULL,NULL
आज खरंच बुधवार आहे खोटं बोलू नका‌ १८०० वाल्या काकू,not offensive,NULL,NULL
भाऊ संगमनेर तालुक्यातील गाव आहे माझे साली मी जमीन बँकेकडे गहान ठेऊन लाख रुपयांचे कर्ज…,not offensive,NULL,NULL
अंतिम वर्ष सत्राच्या नियमित विद्यार्थ्यांची परीक्षा ऑक्‍टोबर ते ऑक्‍टोबर या कालावधीत घेतली जाणार आहे प…,not offensive,NULL,NULL
मुंबई पोलीस आपले घटनादत्त कार्य पार पाडत असताना…,not offensive,NULL,NULL
तुम्हाला हवी ती,not offensive,NULL,NULL
माणसाची आर्थिक स्थिती कितीही चांगली असली तरीही जीवनाचा खरा आनंद घेण्यासाठी त्याची मनस्थिती चांगली असावी लागते,not offensive,NULL,NULL
आणि मग येतात तुमच्या सारखे लोक वरच बरोबर असून तरी परत बघणारे म्हणजे एवढा पण नाय का…,not offensive,NULL,NULL
भारतात आर्य समाज संघटनेची स्थापना १८७५ साली आणि निजामी राज्यात १९२० साली झाली १९३० ४० च्या सुमारास धर्मवीर वामन…,not offensive,NULL,NULL
मी पण उद्या राष्ट्रपती ची भेट घेणार आणि २०१४ साली लोकसभा निवडणुकीत मोदीनी १५…,not offensive,NULL,NULL
मला माहित आहे इथे गुलामांना मंद सैनिकांना सळो कि पळो करायला लावणारा,not offensive,NULL,NULL
ने संपूर्ण जगाला इशारा दिला आहे की कोरोनाचे संकट लवकर जाणार नाही पण इशारा हा आहे की पुढच्या अजून मोठ्या महामा…,not offensive,NULL,NULL
हॉलंड सरकारने सर्वोच्च पूरस्काराने सन्मानित केलेल्या भारतीय पक्षीतज्ञांचा असामान्य प्रवास,not offensive,NULL,NULL
भारत चीन संघर्ष सुरु झाला तर काली गुप्त हत्यार भारताकडून वापरले जाऊ शकते काली म्हणजे …,not offensive,NULL,NULL
दोन पाय किती विसंगत असतात एक पुढे आणि एक पाय मागे पुढच्याला गर्व नसतो मागच्याला अभिमान नसतो कारण त्याला माहित अस…,not offensive,NULL,NULL
आॅटोरिक्षाचे जनक तसेच थोर स्वातंत्र्यसेनानी गांधीवादी विचासरणीचे नगरचे भुषण स्वनवलमलजी फिरोदिया यांस जयंतीनिमित्त…,not offensive,NULL,NULL
खाउन प्या किंवा पिउन खा हे बेन जाहिराती पन ५० ५० च्या करत खरं आहे स्वभावाला औषध नाही हे २०२० साली अजुन काय काय पाहव…,not offensive,NULL,NULL
प्रचंड आघातांनी माणूस तेवढा खचत नाही कारण त्याच्या मनाची पूर्वतयारी झालेली असते अनपेक्षित बारीकसारीक धक्क्यांनीच माणूस ख…,not offensive,NULL,NULL
सीमाभागातील नागरिक हे आपलेच बांधव आहेत निपाणी बेळगावचा प्राणच मुळात कोल्हापूर आहे प्राणवायूचा पुरवठा थांबवल्यामु…,not offensive,NULL,NULL
माणूस भुतकाळाच्या आठवणीत आणि भविष्यकाळाच्या चिंतेत वर्तमान जगायचच विसरून जातो,not offensive,NULL,NULL
ची कमतरता भासणारच ना कारण सगळे बेड मध्येच तुटलेत,not offensive,NULL,NULL
सर्वात जास्त धावा विराट कोहली (५४१२) बळी लसीथ मलिंगा (१७०) षटकार ख्रिस गेल (३२६) चौकार शिख…,not offensive,NULL,NULL
हे दिवस आपल्या प्रत्येक शेतकऱ्यांच्या आयुष्यात येवो हीच प्रार्थना,not offensive,NULL,NULL
हे काय लावलंय आपण महाराष्ट्रात राहतो की दुसऱ्या कुण्या राज्यात आज साहेब असते तर तिथंच जिरवली असती साहेब नसले तरी…,not offensive,NULL,NULL
गुण नाहीं गौरव नाहीं सामर्थ्य नाहीं महत्व नाहीं कुशळता नाहीं तर्क नाहीं प्राणीमात्रांसी,not offensive,NULL,NULL
२१ सप्टेंबरपासून शाळा सुरु परंतु मार्गदर्शक सूचनांचे पालन अनिवार्य,not offensive,NULL,NULL
आयुष्यात जर काय करायचे असेल तर मग स्वःताची एक वेगळी ओळख निर्माण करायला शिका आयुष्य खूप सुंदर आहे त्यात आणखी रंग भरायला…,not offensive,NULL,NULL
ब्लेडचा आकार बदलत्या रूपाचा इतिहास आणि छिद्रामागचं गुपित,not offensive,NULL,NULL
अहो तिच्या…,not offensive,NULL,NULL
अशोक पाठक हे भविष्यात खूप मोठं नाव होणार आहे,not offensive,NULL,NULL
युनियनच्या शेकडो कामगारांचा मध्ये जाहिर प्रवेश हा बदल अपेक्षित आहे,not offensive,NULL,NULL
गंभीर जखम झाल्यावर जखमीला पूर्णतः शुद्धीत ठेवण्यामागे हे महत्वाचं कारण आहे,not offensive,NULL,NULL
मरीन पण गावभर फिरीन,not offensive,NULL,NULL
तिला एवढा सपोर्ट केलाच आहात तर तिला विचारलं का कि कोण करत आणि कुठून हो…,not offensive,NULL,NULL
पहायला मिळतात तर दुष्काळग्रस्त भागाकडेही त्यांचे लक्ष असून साली पडलेल्या दुष्काळात निजामाने रुपये खर्च…,not offensive,NULL,NULL
राम कदम वागण्यात चुकले नाहीत तर बोलण्यात चुकले भाजपा मग अजित दादा तरी कुठं भक्तांच्या तोंडात धार सोडून आले होते …,not offensive,NULL,NULL
प्रवासावरुन केव्हा परतावे हे ज्याला कळते तोच उत्तम प्रवासी,not offensive,NULL,NULL
मुंबई दरवर्षी पाण्याखाली जाते लोक चेंगरून लोकलमधून पडतात खड्ड्यात बांधलेले रस्ते महापालिकेत भ्रष्टा…,not offensive,NULL,NULL
मुंबईसाठी भांडतोय कोण तो माणूस ज्यांना मराठी आस्मिता बोलून बाहेर कडून ठाणे विरार वसई…,not offensive,NULL,NULL
बाबासाहेबांनी वाचवली होती मुंबई काय आहे इतिहास वाचा सविस्तर,not offensive,NULL,NULL
आपल्याला काय मोराला…,not offensive,NULL,NULL
आशा भोसले वाढदिवसाच्या हार्दिक शुभेच्छा भूलोकीच्या गंधर्वा तू अमृत संगीत गा गा रे कोकिळा गा सप्तसुरांचा स्वर्ग…,not offensive,NULL,NULL
ऐश्वर्य आणि सौंदर्य यांना मदत करण्यास सर्वच झटत असतात वपु काळे,not offensive,NULL,NULL
म्हणजे राज्याच्या मु…,not offensive,NULL,NULL
अले तोलल्या विश्वासघातकी भाजपा आहे फक्त महाराष्ट्रात नाही तर संपूर्ण देशातील जनतेचा वि…,not offensive,NULL,NULL
भटाब्राह्मणांना बोलावून खर्चात पडून पितृपक्ष का पाळायचा? एक असाही दृष्टिकोन,not offensive,NULL,NULL
अहो जावू द्या ही घाण कुटे जातील गुजरात युपी की बिहार जावू…,not offensive,NULL,NULL
कंगना सुद्धा हृतिक रोशन ची आहे त्यामुळे सगळ्या या असतात,not offensive,NULL,NULL
मनुवादी मीडियाचा दोन मिनिटात बाजार उठवला हंसराज मीना यांनी रिया कंगना सुशांत फुर्र उडाले,not offensive,NULL,NULL
जो ब्राह्मणाला श्रमणाला किंवा दुसर्‍या एकाद्या भिक्षूला खोटे बोलून फसवतो त्याला नीच समजावे वसल सुत्त १४ सुत्तनिपात…,not offensive,NULL,NULL
आयपीएलमध्ये झळकावणार शतक पहा कोण आहेत ते ३ युवा भारतीय फलंदाज,not offensive,NULL,NULL
भिजली सुरात बुडली ही लाजवाब आशा नसानसात चढली बनुनी शराब आशा,not offensive,NULL,NULL
राग आणि अश्रू हे दोन्ही एकाच वेळी एखाद्या व्यक्तीवर तेव्हाच येतात जेव्हा आपल्याला त्या व्यक्तींची स्वतःहून जास्त काळजी…,not offensive,NULL,NULL
तुला तर माझं वय एकदम बरोबर माहितीय सांग मित्रा कस केलं तू हे साहेब माझा भाऊ अर्धा आहे त्या…,not offensive,NULL,NULL
समोरच्याने तर अतातायीपणा केलाच आता कंगना कस वागते हे बघायला आवडेलसंयमाने पण धुर्त वागली पाहिजे सावधान रहै सत…,not offensive,NULL,NULL
पर्यावरण प्रेमींना तुरुंगात डांबून आरेची झाडे रात्रीत गुपचुप चोरां सारखी तोडणारे दिवसा ढवळया…,not offensive,NULL,NULL
प्रचंड आघातांनी माणूस तेवढा खचत नाही कारण त्याच्या मनाची पूर्वतयारी झालेली असते अनपेक्षित बारीकसारीक धक्क्यांनीच…,not offensive,NULL,NULL
रामराजे आणि राहुल दोघे सोडले तर बाकी पत्रकारांनी धुनी भांडी विषयात डिप्लोमा केला आहे असं वाटतं…,not offensive,NULL,NULL
आपली न्यायव्यवस्था एवढी सावकाश आहे कीखटला संपता संपता आयुष्य निघून जात जस रात्रीच्या सगळ्या गोष्टी…,not offensive,NULL,NULL
प्रधानमंत्री नरेंद्र मोदी आज मधल्या पीएम स्वनिधी योजनेच्या लाभार्थी स्ट्रीट वेंडर्स शी व्हिडिओ कॉन्फर…,not offensive,NULL,NULL
शिक्षक—गण्या चुप बस नाहीतर नविन नुसार तुझ्यावर कार्यवाही होईल एक गोष्ट आहे की हे आपण बदलवू शकत नाही,not offensive,NULL,NULL
एखाद्या प्रथेला शास्त्राधार मिळाला तर ती अंधश्रद्धा राहत नाही वाचनीय धागा,not offensive,NULL,NULL
२०१६ साली भाजपचे तत्कालिन आमदार असलेल्या उन्मेष पाटील यांनी माजी सैनिक सोनू महाजन यांच्यावर तलवारीने ह…,not offensive,NULL,NULL
एक दिवस नेहमीप्रमाणे ऑफीसमध्ये आलेला प्रत्येक कर्मचारी समोरच्या बोर्ड वाचून आश्चर्य चकित होत होता तुमची प्रगती…,not offensive,NULL,NULL
ज्या महिला स्वतःच्या मतावर ठाम असतात त्यांना आधी घरातच संघर्ष करावा लागतो नंतर बाहेर,not offensive,NULL,NULL
सुशांत बिहारचा रिया कोलकाता कंगला हिमाचल ची आणि भांडण महाराष्ट्रात,not offensive,NULL,NULL
संजय निरुपम पासून ते आजपर्यंत ह्यांनी सेनेला त्रासच दिलाय मराठी माणसाला मागे सारून ह्यांचे चोचले पुरवण्यात धन्यता मानते आ…,not offensive,NULL,NULL
नशीबवान खूपच नशीबवान मग येतात अजूनही ची पूर्ण जाहिरात न बघणारे (कारण ते च्या बाईलवेड्या फाल…,not offensive,NULL,NULL
विचार करहे करतू शिकव दुसऱ्यांनातू कोणत्या विचार धारेत आहेस ते समजल आहेतु…,not offensive,NULL,NULL
जाऊदे ती अँड निक्स खातील,not offensive,NULL,NULL
माणसाला जिथं मानसिक समाधान मिळतं तिथेच तो विसावतो स्मिता ‍,not offensive,NULL,NULL
फक्त हा पैशाचा डोंगर बघु नका त्याऐवजी स्वतःच्या कष्टाचा घामाचा योग्य मोबदला म्हणून एक नोट जरी भेटली ना तरी माझ्या शेतक…,not offensive,NULL,NULL
आरक्षणाने नोकरी पदोन्नती मिळेल पण सुसंस्कृतपणा नाही हेच माजी न्या कोळसे पाटील यांनी सप्रमाण सिद्ध केले याबद्दल त्यांचे जाहीर…,not offensive,NULL,NULL
मनातल्या गोष्टी मी तुला सांगणं कधीच सोडलंय आठवणींना मात्र कवितेत मी जमेल तस उतरवलंय,not offensive,NULL,NULL
